cohort_date,day_number,active_users,retention_rate
2020-11-11,63.0,2,0.06
2020-11-11,64.0,2,0.06
2020-11-11,65.0,1,0.03
2020-11-11,67.0,2,0.06
2020-11-11,68.0,1,0.03
2020-11-11,69.0,2,0.06
2020-11-11,70.0,2,0.06
2020-11-11,71.0,2,0.06
2020-11-11,72.0,2,0.06
2020-11-11,74.0,1,0.03
2020-11-11,75.0,2,0.06
2020-11-11,76.0,3,0.09
2020-11-11,77.0,2,0.06
2020-11-11,78.0,1,0.03
2020-11-11,79.0,2,0.06
2020-11-11,80.0,2,0.06
2020-11-11,83.0,1,0.03
2020-11-11,84.0,4,0.11
2020-11-11,85.0,1,0.03
2020-11-11,86.0,1,0.03
2020-11-11,88.0,2,0.06
2020-11-11,89.0,1,0.03
2020-11-11,93.0,1,0.03
2020-11-11,94.0,2,0.06
2020-11-11,95.0,2,0.06
2020-11-11,96.0,2,0.06
2020-11-11,98.0,1,0.03
2020-11-11,99.0,1,0.03
2020-11-11,100.0,2,0.06
2020-11-11,101.0,1,0.03
2020-11-11,103.0,1,0.03
2020-11-11,104.0,2,0.06
2020-11-11,107.0,2,0.06
2020-11-11,108.0,1,0.03
2020-11-12,0.0,3141,100.0
2020-11-12,1.0,100,3.18
2020-11-12,2.0,41,1.31
2020-11-12,3.0,27,0.86
2020-11-12,4.0,40,1.27
2020-11-12,5.0,25,0.8
2020-11-12,6.0,26,0.83
2020-11-12,7.0,20,0.64
2020-11-12,8.0,13,0.41
2020-11-12,9.0,16,0.51
2020-11-12,10.0,13,0.41
2020-11-12,11.0,13,0.41
2020-11-12,12.0,8,0.25
2020-11-12,13.0,7,0.22
2020-11-12,14.0,7,0.22
2020-11-12,15.0,4,0.13
2020-11-12,16.0,4,0.13
2020-11-12,17.0,6,0.19
2020-11-12,18.0,6,0.19
2020-11-12,19.0,4,0.13
2020-11-12,20.0,4,0.13
2020-11-12,21.0,7,0.22
2020-11-12,22.0,3,0.1
2020-11-12,23.0,1,0.03
2020-11-12,24.0,1,0.03
2020-11-12,25.0,5,0.16
2020-11-12,26.0,3,0.1
2020-11-12,27.0,3,0.1
2020-11-12,28.0,4,0.13
2020-11-12,29.0,3,0.1
2020-11-12,30.0,3,0.1
2020-11-12,31.0,2,0.06
2020-11-12,32.0,6,0.19
2020-11-12,33.0,3,0.1
2020-11-12,34.0,3,0.1
2020-11-12,35.0,2,0.06
2020-11-12,36.0,3,0.1
2020-11-12,37.0,2,0.06
2020-11-12,38.0,1,0.03
2020-11-12,39.0,3,0.1
2020-11-12,40.0,2,0.06
2020-11-12,41.0,3,0.1
2020-11-12,42.0,4,0.13
2020-11-12,43.0,3,0.1
2020-11-12,45.0,1,0.03
2020-11-12,46.0,5,0.16
2020-11-12,47.0,2,0.06
2020-11-12,48.0,2,0.06
2020-11-12,49.0,3,0.1
2020-11-12,50.0,1,0.03
2020-11-12,52.0,1,0.03
2020-11-12,53.0,1,0.03
2020-11-12,54.0,2,0.06
2020-11-12,55.0,3,0.1
2020-11-12,56.0,1,0.03
2020-11-12,60.0,4,0.13
2020-11-12,61.0,3,0.1
2020-11-12,62.0,3,0.1
2020-11-12,63.0,3,0.1
2020-11-12,64.0,3,0.1
2020-11-12,65.0,1,0.03
2020-11-12,66.0,2,0.06
2020-11-12,67.0,2,0.06
2020-11-12,68.0,2,0.06
2020-11-12,69.0,3,0.1
2020-11-12,70.0,2,0.06
2020-11-12,71.0,1,0.03
2020-11-12,72.0,1,0.03
2020-11-12,73.0,1,0.03
2020-11-12,74.0,1,0.03
2020-11-12,75.0,2,0.06
2020-11-12,77.0,2,0.06
2020-11-12,78.0,1,0.03
2020-11-12,80.0,2,0.06
2020-11-12,81.0,2,0.06
2020-11-12,82.0,2,0.06
2020-11-12,83.0,2,0.06
2020-11-12,84.0,1,0.03
2020-11-12,85.0,2,0.06
2020-11-12,90.0,1,0.03
2020-11-12,91.0,2,0.06
2020-11-12,92.0,1,0.03
2020-11-12,94.0,1,0.03
2020-11-12,95.0,1,0.03
2020-11-12,96.0,3,0.1
2020-11-12,97.0,3,0.1
2020-11-12,99.0,2,0.06
2020-11-12,100.0,2,0.06
2020-11-12,103.0,1,0.03
2020-11-12,104.0,1,0.03
2020-11-12,106.0,1,0.03
2020-11-12,108.0,2,0.06
2020-11-13,0.0,3099,100.0
2020-11-13,1.0,65,2.1
2020-11-13,2.0,32,1.03
2020-11-13,3.0,32,1.03
2020-11-13,4.0,27,0.87
2020-11-13,5.0,15,0.48
2020-11-13,6.0,10,0.32
2020-11-13,7.0,10,0.32
2020-11-13,8.0,5,0.16
2020-11-13,9.0,6,0.19
2020-11-13,10.0,7,0.23
2020-11-13,11.0,2,0.06
2020-11-13,12.0,2,0.06
2020-11-13,13.0,8,0.26
2020-11-13,14.0,6,0.19
2020-11-13,15.0,2,0.06
2020-11-13,17.0,4,0.13
2020-11-13,18.0,4,0.13
2020-11-13,19.0,1,0.03
2020-11-13,20.0,3,0.1
2020-11-13,21.0,3,0.1
2020-11-13,22.0,1,0.03
2020-11-13,24.0,4,0.13
2020-11-13,25.0,2,0.06
2020-11-13,26.0,3,0.1
2020-11-13,27.0,1,0.03
2020-11-13,28.0,2,0.06
2020-11-13,29.0,4,0.13
2020-11-13,30.0,1,0.03
2020-11-13,31.0,2,0.06
2020-11-13,32.0,3,0.1
2020-11-13,33.0,2,0.06
2020-11-13,34.0,1,0.03
2020-11-13,35.0,2,0.06
2020-11-13,36.0,2,0.06
2020-11-13,37.0,2,0.06
2020-11-13,38.0,4,0.13
2020-11-13,39.0,2,0.06
2020-11-13,40.0,1,0.03
2020-11-13,41.0,1,0.03
2020-11-13,42.0,4,0.13
2020-11-13,48.0,1,0.03
2020-11-13,50.0,1,0.03
2020-11-13,51.0,1,0.03
2020-11-13,53.0,2,0.06
2020-11-13,55.0,1,0.03
2020-11-13,57.0,3,0.1
2020-11-13,58.0,1,0.03
2020-11-13,60.0,2,0.06
2020-11-13,61.0,1,0.03
2020-11-13,62.0,2,0.06
2020-11-13,64.0,3,0.1
2020-11-13,65.0,1,0.03
2020-11-13,66.0,4,0.13
2020-11-13,68.0,1,0.03
2020-11-13,69.0,2,0.06
2020-11-13,70.0,3,0.1
2020-11-13,71.0,1,0.03
2020-11-13,72.0,2,0.06
2020-11-13,74.0,1,0.03
2020-11-13,79.0,2,0.06
2020-11-13,81.0,2,0.06
2020-11-13,82.0,1,0.03
2020-11-13,83.0,2,0.06
2020-11-13,86.0,1,0.03
2020-11-13,88.0,1,0.03
2020-11-13,89.0,1,0.03
2020-11-13,93.0,1,0.03
2020-11-13,94.0,1,0.03
2020-11-13,96.0,4,0.13
2020-11-13,97.0,1,0.03
2020-11-13,98.0,1,0.03
2020-11-13,99.0,1,0.03
2020-11-13,101.0,3,0.1
2020-11-13,102.0,1,0.03
2020-11-13,105.0,4,0.13
2020-11-13,107.0,1,0.03
2020-11-14,0.0,2996,100.0
2020-11-14,1.0,79,2.64
2020-11-14,2.0,49,1.64
2020-11-14,3.0,31,1.03
2020-11-14,4.0,24,0.8
2020-11-14,5.0,16,0.53
2020-11-14,6.0,15,0.5
2020-11-14,7.0,13,0.43
2020-11-14,8.0,12,0.4
2020-11-14,9.0,6,0.2
2020-11-14,10.0,9,0.3
2020-11-14,11.0,9,0.3
2020-11-14,12.0,7,0.23
2020-11-14,13.0,6,0.2
2020-11-14,14.0,7,0.23
2020-11-14,15.0,7,0.23
2020-11-14,16.0,6,0.2
2020-11-14,17.0,3,0.1
2020-11-14,18.0,3,0.1
2020-11-14,19.0,5,0.17
2020-11-14,20.0,2,0.07
2020-11-14,21.0,3,0.1
2020-11-14,22.0,1,0.03
2020-11-14,23.0,1,0.03
2020-11-14,24.0,5,0.17
2020-11-14,25.0,3,0.1
2020-11-14,26.0,2,0.07
2020-11-14,27.0,5,0.17
2020-11-14,28.0,1,0.03
2020-11-14,29.0,3,0.1
2020-11-14,30.0,1,0.03
2020-11-14,31.0,4,0.13
2020-11-14,32.0,2,0.07
2020-11-14,33.0,3,0.1
2020-11-14,34.0,3,0.1
2020-11-14,35.0,2,0.07
2020-11-14,36.0,2,0.07
2020-11-14,37.0,2,0.07
2020-11-14,38.0,3,0.1
2020-11-14,40.0,3,0.1
2020-11-14,41.0,3,0.1
2020-11-14,42.0,1,0.03
2020-11-14,43.0,5,0.17
2020-11-14,45.0,1,0.03
2020-11-14,46.0,1,0.03
2020-11-14,48.0,2,0.07
2020-11-14,49.0,1,0.03
2020-11-14,51.0,2,0.07
2020-11-14,53.0,2,0.07
2020-11-14,54.0,3,0.1
2020-11-14,55.0,2,0.07
2020-11-14,56.0,1,0.03
2020-11-14,59.0,1,0.03
2020-11-14,61.0,6,0.2
2020-11-14,62.0,1,0.03
2020-11-14,63.0,2,0.07
2020-11-14,64.0,3,0.1
2020-11-14,65.0,1,0.03
2020-11-14,66.0,4,0.13
2020-11-14,67.0,1,0.03
2020-11-14,69.0,1,0.03
2020-11-14,70.0,1,0.03
2020-11-14,71.0,1,0.03
2020-11-14,74.0,1,0.03
2020-11-14,75.0,3,0.1
2020-11-14,84.0,2,0.07
2020-11-14,86.0,2,0.07
2020-11-14,87.0,1,0.03
2020-11-14,88.0,1,0.03
2020-11-14,89.0,2,0.07
2020-11-14,93.0,1,0.03
2020-11-14,94.0,1,0.03
2020-11-14,95.0,1,0.03
2020-11-14,99.0,1,0.03
2020-11-14,100.0,1,0.03
2020-11-14,102.0,1,0.03
2020-11-15,0.0,3143,100.0
2020-11-15,1.0,110,3.5
2020-11-15,2.0,42,1.34
2020-11-15,3.0,31,0.99
2020-11-15,4.0,25,0.8
2020-11-15,5.0,26,0.83
2020-11-15,6.0,17,0.54
2020-11-15,7.0,17,0.54
2020-11-15,8.0,19,0.6
2020-11-15,9.0,10,0.32
2020-11-15,10.0,10,0.32
2020-11-15,11.0,6,0.19
2020-11-15,12.0,6,0.19
2020-11-15,13.0,7,0.22
2020-11-15,14.0,11,0.35
2020-11-15,15.0,8,0.25
2020-11-15,16.0,6,0.19
2020-11-15,17.0,5,0.16
2020-11-15,18.0,6,0.19
2020-11-15,19.0,7,0.22
2020-11-15,20.0,4,0.13
2020-11-15,21.0,4,0.13
2020-11-15,22.0,3,0.1
2020-11-15,23.0,3,0.1
2020-11-15,24.0,1,0.03
2020-11-15,26.0,2,0.06
2020-11-15,27.0,3,0.1
2020-11-15,29.0,3,0.1
2020-11-15,30.0,5,0.16
2020-11-15,31.0,6,0.19
2020-11-15,32.0,1,0.03
2020-11-15,33.0,2,0.06
2020-11-15,35.0,3,0.1
2020-11-15,36.0,2,0.06
2020-11-15,37.0,2,0.06
2020-11-15,38.0,2,0.06
2020-11-15,40.0,1,0.03
2020-11-15,41.0,2,0.06
2020-11-15,42.0,3,0.1
2020-11-15,44.0,2,0.06
2020-11-15,45.0,1,0.03
2020-11-15,46.0,1,0.03
2020-11-15,47.0,1,0.03
2020-11-15,48.0,4,0.13
2020-11-15,49.0,3,0.1
2020-11-15,50.0,1,0.03
2020-11-15,51.0,1,0.03
2020-11-15,53.0,2,0.06
2020-11-15,54.0,2,0.06
2020-11-15,55.0,1,0.03
2020-11-15,57.0,1,0.03
2020-11-15,58.0,2,0.06
2020-11-15,59.0,1,0.03
2020-11-15,60.0,1,0.03
2020-11-15,61.0,2,0.06
2020-11-15,62.0,2,0.06
2020-11-15,63.0,2,0.06
2020-11-15,64.0,1,0.03
2020-11-15,65.0,1,0.03
2020-11-15,66.0,3,0.1
2020-11-15,68.0,1,0.03
2020-11-15,69.0,1,0.03
2020-11-15,71.0,1,0.03
2020-11-15,72.0,1,0.03
2020-11-15,73.0,1,0.03
2020-11-15,74.0,1,0.03
2020-11-15,75.0,3,0.1
2020-11-15,77.0,1,0.03
2020-11-15,78.0,1,0.03
2020-11-15,80.0,2,0.06
2020-11-15,85.0,3,0.1
2020-11-15,86.0,2,0.06
2020-11-15,87.0,1,0.03
2020-11-15,88.0,1,0.03
2020-11-15,89.0,1,0.03
2020-11-15,90.0,2,0.06
2020-11-15,92.0,2,0.06
2020-11-15,93.0,1,0.03
2020-11-15,94.0,1,0.03
2020-11-15,99.0,1,0.03
2020-11-15,102.0,1,0.03
2020-11-15,105.0,2,0.06
2020-11-16,0.0,3439,100.0
2020-11-16,1.0,127,3.69
2020-11-16,2.0,69,2.01
2020-11-16,3.0,43,1.25
2020-11-16,4.0,22,0.64
2020-11-16,5.0,23,0.67
2020-11-16,6.0,16,0.47
2020-11-16,7.0,28,0.81
2020-11-16,8.0,22,0.64
2020-11-16,9.0,15,0.44
2020-11-16,10.0,14,0.41
2020-11-16,11.0,17,0.49
2020-11-16,12.0,11,0.32
2020-11-16,13.0,11,0.32
2020-11-16,14.0,16,0.47
2020-11-16,15.0,10,0.29
2020-11-16,16.0,8,0.23
2020-11-16,17.0,8,0.23
2020-11-16,18.0,5,0.15
2020-11-16,19.0,3,0.09
2020-11-16,20.0,3,0.09
2020-11-16,21.0,6,0.17
2020-11-16,22.0,7,0.2
2020-11-16,23.0,4,0.12
2020-11-16,24.0,4,0.12
2020-11-16,25.0,4,0.12
2020-11-16,26.0,6,0.17
2020-11-16,27.0,4,0.12
2020-11-16,28.0,4,0.12
2020-11-16,29.0,3,0.09
2020-11-16,30.0,6,0.17
2020-11-16,31.0,4,0.12
2020-11-16,32.0,5,0.15
2020-11-16,33.0,4,0.12
2020-11-16,34.0,3,0.09
2020-11-16,35.0,5,0.15
2020-11-16,36.0,2,0.06
2020-11-16,37.0,3,0.09
2020-11-16,38.0,3,0.09
2020-11-16,39.0,5,0.15
2020-11-16,40.0,1,0.03
2020-11-16,41.0,2,0.06
2020-11-16,42.0,5,0.15
2020-11-16,43.0,2,0.06
2020-11-16,44.0,1,0.03
2020-11-16,45.0,1,0.03
2020-11-16,46.0,3,0.09
2020-11-16,47.0,2,0.06
2020-11-16,48.0,1,0.03
2020-11-16,49.0,2,0.06
2020-11-16,50.0,6,0.17
2020-11-16,51.0,3,0.09
2020-11-16,52.0,2,0.06
2020-11-16,53.0,3,0.09
2020-11-16,54.0,5,0.15
2020-11-16,55.0,3,0.09
2020-11-16,56.0,2,0.06
2020-11-16,57.0,3,0.09
2020-11-16,58.0,2,0.06
2020-11-16,59.0,2,0.06
2020-11-16,60.0,1,0.03
2020-11-16,61.0,1,0.03
2020-11-16,63.0,2,0.06
2020-11-16,64.0,2,0.06
2020-11-16,65.0,1,0.03
2020-11-16,66.0,1,0.03
2020-11-16,67.0,3,0.09
2020-11-16,68.0,2,0.06
2020-11-16,71.0,1,0.03
2020-11-16,72.0,2,0.06
2020-11-16,73.0,3,0.09
2020-11-16,74.0,2,0.06
2020-11-16,75.0,1,0.03
2020-11-16,76.0,2,0.06
2020-11-16,77.0,1,0.03
2020-11-16,78.0,1,0.03
2020-11-16,80.0,2,0.06
2020-11-16,82.0,1,0.03
2020-11-16,84.0,3,0.09
2020-11-16,85.0,2,0.06
2020-11-16,86.0,2,0.06
2020-11-16,88.0,1,0.03
2020-11-16,91.0,3,0.09
2020-11-16,92.0,2,0.06
2020-11-16,93.0,1,0.03
2020-11-16,94.0,1,0.03
2020-11-16,95.0,3,0.09
2020-11-16,96.0,1,0.03
2020-11-16,97.0,1,0.03
2020-11-16,98.0,1,0.03
2020-11-16,99.0,2,0.06
2020-11-16,100.0,1,0.03
2020-11-16,102.0,1,0.03
2020-11-16,103.0,1,0.03
2020-11-16,104.0,1,0.03
2020-11-17,0.0,3582,100.0
2020-11-17,1.0,110,3.07
2020-11-17,2.0,45,1.26
2020-11-17,3.0,35,0.98
2020-11-17,4.0,21,0.59
2020-11-17,5.0,26,0.73
2020-11-17,6.0,22,0.61
2020-11-17,7.0,12,0.34
2020-11-17,8.0,7,0.2
2020-11-17,9.0,9,0.25
2020-11-17,10.0,11,0.31
2020-11-17,11.0,8,0.22
2020-11-17,12.0,9,0.25
2020-11-17,13.0,9,0.25
2020-11-17,14.0,7,0.2
2020-11-17,15.0,6,0.17
2020-11-17,16.0,5,0.14
2020-11-17,17.0,5,0.14
2020-11-17,18.0,4,0.11
2020-11-17,19.0,2,0.06
2020-11-17,20.0,2,0.06
2020-11-17,21.0,4,0.11
2020-11-17,22.0,5,0.14
2020-11-17,23.0,4,0.11
2020-11-17,24.0,4,0.11
2020-11-17,25.0,1,0.03
2020-11-17,26.0,3,0.08
2020-11-17,27.0,3,0.08
2020-11-17,28.0,1,0.03
2020-11-17,29.0,5,0.14
2020-11-17,30.0,3,0.08
2020-11-17,31.0,1,0.03
2020-11-17,32.0,3,0.08
2020-11-17,33.0,1,0.03
2020-11-17,34.0,2,0.06
2020-11-17,35.0,4,0.11
2020-11-17,36.0,2,0.06
2020-11-17,37.0,2,0.06
2020-11-17,38.0,1,0.03
2020-11-17,39.0,3,0.08
2020-11-17,40.0,2,0.06
2020-11-17,41.0,2,0.06
2020-11-17,42.0,1,0.03
2020-11-17,45.0,1,0.03
2020-11-17,48.0,1,0.03
2020-11-17,49.0,1,0.03
2020-11-17,51.0,1,0.03
2020-11-17,52.0,2,0.06
2020-11-17,55.0,2,0.06
2020-11-17,56.0,3,0.08
2020-11-17,57.0,2,0.06
2020-11-17,58.0,1,0.03
2020-11-17,59.0,2,0.06
2020-11-17,62.0,1,0.03
2020-11-17,63.0,1,0.03
2020-11-17,65.0,1,0.03
2020-11-17,66.0,1,0.03
2020-11-17,67.0,1,0.03
2020-11-17,68.0,1,0.03
2020-11-17,70.0,2,0.06
2020-11-17,73.0,1,0.03
2020-11-17,74.0,3,0.08
2020-11-17,75.0,2,0.06
2020-11-17,76.0,2,0.06
2020-11-17,77.0,1,0.03
2020-11-17,78.0,2,0.06
2020-11-17,84.0,1,0.03
2020-11-17,85.0,2,0.06
2020-11-17,87.0,1,0.03
2020-11-17,88.0,2,0.06
2020-11-17,89.0,2,0.06
2020-11-17,91.0,3,0.08
2020-11-17,98.0,3,0.08
2020-11-17,99.0,2,0.06
2020-11-17,100.0,1,0.03
2020-11-17,101.0,1,0.03
2020-11-17,102.0,1,0.03
2020-11-17,103.0,2,0.06
2020-11-18,0.0,3753,100.0
2020-11-18,1.0,111,2.96
2020-11-18,2.0,57,1.52
2020-11-18,3.0,35,0.93
2020-11-18,4.0,23,0.61
2020-11-18,5.0,23,0.61
2020-11-18,6.0,22,0.59
2020-11-18,7.0,20,0.53
2020-11-18,8.0,12,0.32
2020-11-18,9.0,12,0.32
2020-11-18,10.0,13,0.35
2020-11-18,11.0,8,0.21
2020-11-18,12.0,12,0.32
2020-11-18,13.0,12,0.32
2020-11-18,14.0,9,0.24
2020-11-18,15.0,5,0.13
2020-11-18,16.0,7,0.19
2020-11-18,17.0,5,0.13
2020-11-18,18.0,5,0.13
2020-11-18,19.0,6,0.16
2020-11-18,20.0,7,0.19
2020-11-18,21.0,9,0.24
2020-11-18,22.0,5,0.13
2020-11-18,23.0,2,0.05
2020-11-18,24.0,7,0.19
2020-11-18,25.0,2,0.05
2020-11-18,26.0,9,0.24
2020-11-18,27.0,11,0.29
2020-11-18,28.0,4,0.11
2020-11-18,29.0,4,0.11
2020-11-18,30.0,6,0.16
2020-11-18,31.0,1,0.03
2020-11-18,32.0,2,0.05
2020-11-18,33.0,4,0.11
2020-11-18,34.0,5,0.13
2020-11-18,35.0,2,0.05
2020-11-18,36.0,3,0.08
2020-11-18,37.0,1,0.03
2020-11-18,38.0,3,0.08
2020-11-18,39.0,1,0.03
2020-11-18,40.0,3,0.08
2020-11-18,41.0,4,0.11
2020-11-18,42.0,2,0.05
2020-11-18,43.0,2,0.05
2020-11-18,44.0,1,0.03
2020-11-18,46.0,1,0.03
2020-11-18,47.0,4,0.11
2020-11-18,48.0,3,0.08
2020-11-18,49.0,1,0.03
2020-11-18,50.0,1,0.03
2020-11-18,51.0,2,0.05
2020-11-18,53.0,2,0.05
2020-11-18,54.0,2,0.05
2020-11-18,55.0,4,0.11
2020-11-18,57.0,4,0.11
2020-11-18,58.0,3,0.08
2020-11-18,59.0,2,0.05
2020-11-18,61.0,2,0.05
2020-11-18,62.0,3,0.08
2020-11-18,63.0,1,0.03
2020-11-18,64.0,3,0.08
2020-11-18,65.0,5,0.13
2020-11-18,66.0,3,0.08
2020-11-18,67.0,1,0.03
2020-11-18,68.0,3,0.08
2020-11-18,69.0,4,0.11
2020-11-18,70.0,4,0.11
2020-11-18,71.0,1,0.03
2020-11-18,72.0,2,0.05
2020-11-18,73.0,1,0.03
2020-11-18,75.0,4,0.11
2020-11-18,76.0,1,0.03
2020-11-18,77.0,2,0.05
2020-11-18,78.0,2,0.05
2020-11-18,79.0,2,0.05
2020-11-18,80.0,1,0.03
2020-11-18,81.0,1,0.03
2020-11-18,82.0,1,0.03
2020-11-18,83.0,2,0.05
2020-11-18,85.0,1,0.03
2020-11-18,86.0,2,0.05
2020-11-18,87.0,1,0.03
2020-11-18,88.0,1,0.03
2020-11-18,89.0,3,0.08
2020-11-18,90.0,2,0.05
2020-11-18,91.0,1,0.03
2020-11-18,92.0,1,0.03
2020-11-18,95.0,2,0.05
2020-11-18,97.0,1,0.03
2020-11-18,99.0,3,0.08
2020-11-19,0.0,3454,100.0
2020-11-19,1.0,108,3.13
2020-11-19,2.0,41,1.19
2020-11-19,3.0,26,0.75
2020-11-19,4.0,31,0.9
2020-11-19,5.0,20,0.58
2020-11-19,6.0,21,0.61
2020-11-19,7.0,14,0.41
2020-11-19,8.0,10,0.29
2020-11-19,9.0,7,0.2
2020-11-19,10.0,5,0.14
2020-11-19,11.0,6,0.17
2020-11-19,12.0,4,0.12
2020-11-19,13.0,6,0.17
2020-11-19,14.0,6,0.17
2020-11-19,15.0,7,0.2
2020-11-19,16.0,3,0.09
2020-11-19,17.0,1,0.03
2020-11-19,18.0,4,0.12
2020-11-19,19.0,7,0.2
2020-11-19,20.0,5,0.14
2020-11-19,21.0,5,0.14
2020-11-19,22.0,3,0.09
2020-11-19,23.0,2,0.06
2020-11-19,24.0,7,0.2
2020-11-19,26.0,3,0.09
2020-11-19,27.0,1,0.03
2020-11-19,29.0,2,0.06
2020-11-19,30.0,2,0.06
2020-11-19,32.0,5,0.14
2020-11-19,33.0,2,0.06
2020-11-19,34.0,5,0.14
2020-11-19,35.0,2,0.06
2020-11-19,36.0,3,0.09
2020-11-19,37.0,3,0.09
2020-11-19,38.0,4,0.12
2020-11-19,39.0,3,0.09
2020-11-19,40.0,2,0.06
2020-11-19,41.0,3,0.09
2020-11-19,42.0,2,0.06
2020-11-19,43.0,1,0.03
2020-11-19,44.0,4,0.12
2020-11-19,45.0,2,0.06
2020-11-19,46.0,1,0.03
2020-11-19,49.0,2,0.06
2020-11-19,50.0,2,0.06
2020-11-19,51.0,2,0.06
2020-11-19,52.0,2,0.06
2020-11-19,53.0,4,0.12
2020-11-19,54.0,2,0.06
2020-11-19,55.0,1,0.03
2020-11-19,56.0,2,0.06
2020-11-19,57.0,4,0.12
2020-11-19,58.0,2,0.06
2020-11-19,59.0,1,0.03
2020-11-19,60.0,1,0.03
2020-11-19,61.0,2,0.06
2020-11-19,62.0,2,0.06
2020-11-19,64.0,2,0.06
2020-11-19,65.0,1,0.03
2020-11-19,66.0,1,0.03
2020-11-19,67.0,1,0.03
2020-11-19,68.0,2,0.06
2020-11-19,69.0,2,0.06
2020-11-19,70.0,4,0.12
2020-11-19,71.0,4,0.12
2020-11-19,72.0,2,0.06
2020-11-19,73.0,1,0.03
2020-11-19,74.0,2,0.06
2020-11-19,75.0,1,0.03
2020-11-19,76.0,6,0.17
2020-11-19,77.0,3,0.09
2020-11-19,78.0,1,0.03
2020-11-19,79.0,1,0.03
2020-11-19,80.0,1,0.03
2020-11-19,81.0,1,0.03
2020-11-19,82.0,1,0.03
2020-11-19,84.0,2,0.06
2020-11-19,85.0,1,0.03
2020-11-19,86.0,2,0.06
2020-11-19,87.0,1,0.03
2020-11-19,88.0,2,0.06
2020-11-19,89.0,3,0.09
2020-11-19,90.0,4,0.12
2020-11-19,91.0,2,0.06
2020-11-19,92.0,1,0.03
2020-11-19,93.0,1,0.03
2020-11-19,96.0,1,0.03
2020-11-19,97.0,2,0.06
2020-11-19,98.0,1,0.03
2020-11-19,99.0,1,0.03
2020-11-19,100.0,3,0.09
2020-11-20,0.0,3525,100.0
2020-11-20,1.0,93,2.64
2020-11-20,2.0,44,1.25
2020-11-20,3.0,43,1.22
2020-11-20,4.0,25,0.71
2020-11-20,5.0,20,0.57
2020-11-20,6.0,16,0.45
2020-11-20,7.0,12,0.34
2020-11-20,8.0,12,0.34
2020-11-20,9.0,7,0.2
2020-11-20,10.0,10,0.28
2020-11-20,11.0,10,0.28
2020-11-20,12.0,7,0.2
2020-11-20,13.0,7,0.2
2020-11-20,14.0,3,0.09
2020-11-20,15.0,7,0.2
2020-11-20,16.0,2,0.06
2020-11-20,17.0,5,0.14
2020-11-20,18.0,5,0.14
2020-11-20,19.0,7,0.2
2020-11-20,20.0,5,0.14
2020-11-20,21.0,6,0.17
2020-11-20,22.0,3,0.09
2020-11-20,23.0,3,0.09
2020-11-20,24.0,1,0.03
2020-11-20,25.0,2,0.06
2020-11-20,26.0,7,0.2
2020-11-20,27.0,4,0.11
2020-11-20,28.0,4,0.11
2020-11-20,29.0,4,0.11
2020-11-20,30.0,2,0.06
2020-11-20,31.0,2,0.06
2020-11-20,32.0,1,0.03
2020-11-20,33.0,1,0.03
2020-11-20,34.0,1,0.03
2020-11-20,35.0,2,0.06
2020-11-20,36.0,2,0.06
2020-11-20,37.0,1,0.03
2020-11-20,40.0,1,0.03
2020-11-20,42.0,2,0.06
2020-11-20,43.0,3,0.09
2020-11-20,44.0,2,0.06
2020-11-20,46.0,1,0.03
2020-11-20,47.0,2,0.06
2020-11-20,48.0,2,0.06
2020-11-20,49.0,2,0.06
2020-11-20,52.0,2,0.06
2020-11-20,53.0,3,0.09
2020-11-20,54.0,3,0.09
2020-11-20,55.0,3,0.09
2020-11-20,56.0,5,0.14
2020-11-20,57.0,2,0.06
2020-11-20,58.0,1,0.03
2020-11-20,59.0,2,0.06
2020-11-20,61.0,5,0.14
2020-11-20,62.0,3,0.09
2020-11-20,63.0,1,0.03
2020-11-20,64.0,2,0.06
2020-11-20,65.0,3,0.09
2020-11-20,67.0,4,0.11
2020-11-20,68.0,2,0.06
2020-11-20,69.0,1,0.03
2020-11-20,70.0,2,0.06
2020-11-20,72.0,2,0.06
2020-11-20,73.0,1,0.03
2020-11-20,75.0,1,0.03
2020-11-20,76.0,1,0.03
2020-11-20,78.0,1,0.03
2020-11-20,79.0,1,0.03
2020-11-20,80.0,1,0.03
2020-11-20,82.0,1,0.03
2020-11-20,83.0,3,0.09
2020-11-20,84.0,4,0.11
2020-11-20,85.0,2,0.06
2020-11-20,86.0,2,0.06
2020-11-20,87.0,5,0.14
2020-11-20,88.0,2,0.06
2020-11-20,89.0,4,0.11
2020-11-20,90.0,1,0.03
2020-11-20,91.0,1,0.03
2020-11-20,92.0,2,0.06
2020-11-20,94.0,1,0.03
2020-11-20,95.0,1,0.03
2020-11-20,96.0,1,0.03
2020-11-20,98.0,1,0.03
2020-11-20,99.0,1,0.03
2020-11-20,100.0,1,0.03
2020-11-21,0.0,3134,100.0
2020-11-21,1.0,74,2.36
2020-11-21,2.0,32,1.02
2020-11-21,3.0,25,0.8
2020-11-21,4.0,15,0.48
2020-11-21,5.0,16,0.51
2020-11-21,6.0,11,0.35
2020-11-21,7.0,15,0.48
2020-11-21,8.0,8,0.26
2020-11-21,9.0,13,0.41
2020-11-21,10.0,7,0.22
2020-11-21,11.0,6,0.19
2020-11-21,12.0,3,0.1
2020-11-21,13.0,7,0.22
2020-11-21,14.0,6,0.19
2020-11-21,15.0,4,0.13
2020-11-21,16.0,2,0.06
2020-11-21,17.0,3,0.1
